% Model,verification_2d_nozzle_tapered.mph
% Version,COMSOL 5.4.0.388
% Date,"Oct 8 2021, 14:24"
% Dimension,2
% Nodes,13231
% Expressions,1
% Description,"Current density, phi component"
% Length unit,m
% R,Z,mef.Jphi (A/m^2) @ freq=2E6
0.0015000000000000002,0.00301,5.642947188633576E-4-1.0562962014933506E-4i
2.0E-4,0.00302,1.3837688426064215E-7+1.8600977035678455E-8i
2.1E-4,0.00302,389.0649505904943-24228.04806341154i
2.2E-4,0.00302,-2137.491552302759-27765.510803952697i
2.3E-4,0.00302,-4810.009590295788-31335.111720385114i
2.4E-4,0.00302,-7636.801164766501-34936.09239230975i
2.5E-4,0.00302,-10621.428454441835-38571.370559468036i
2.6000000000000003E-4,0.00302,-13763.4113772877-42247.563924527385i
2.7E-4,0.00302,-17058.645685430383-45975.02953757226i
2.8000000000000003E-4,0.00302,-20499.65288415283-49767.9007455587i
2.9E-4,0.00302,-24075.728738600847-53644.05497338755i
3.0000000000000003E-4,0.00302,-27773.132159987075-57624.80254294753i
3.1E-4,0.00302,-31568.4704667645-61733.807434178685i
3.2E-4,0.00302,-35375.546428520596-65960.18893904219i
3.3E-4,0.00302,-39411.782888547306-70453.64256181619i
3.4E-4,0.00302,-43316.58621280069-75095.75513111122i
3.5000000000000005E-4,0.00302,-47371.238258199635-80051.19218442819i
3.6E-4,0.00302,-51270.74561946284-85251.98855147349i
3.7E-4,0.00302,-55203.74216756434-90815.763309895i
3.8E-4,0.00302,-58973.71981368598-96740.78122011754i
3.9000000000000005E-4,0.00302,-62524.3512233844-103036.28537688771i
4.0E-4,0.00302,-66013.11674321842-109827.0087127774i
4.1E-4,0.00302,-69152.10345945226-117074.55618036444i
4.2E-4,0.00302,-71876.06961733116-124799.2664732475i
4.3000000000000004E-4,0.00302,-74271.85383272375-133092.25170363765i
4.4000000000000007E-4,0.00302,-76269.52710297379-141981.63680440545i
4.5E-4,0.00302,-77624.495062974-151440.4738310354i
4.6E-4,0.00302,-78240.05961870447-161462.9581969229i
4.7000000000000004E-4,0.00302,-78094.7876091144-172084.88971491475i
4.8000000000000007E-4,0.00302,-77165.28179946255-183343.34567398654i
4.9E-4,0.00302,-75302.68902226865-195214.02861658877i
5.0E-4,0.00302,-72338.01401945572-207655.5988848144i
5.1E-4,0.00302,-68055.54283880384-220573.1761652219i
5.200000000000001E-4,0.00302,-62344.473173661965-233933.27764161772i
5.300000000000001E-4,0.00302,-55230.68269288792-247756.30092179115i
5.4E-4,0.00302,-46591.561414617405-261981.6371884133i
5.5E-4,0.00302,-36141.8144935354-276424.85610805434i
5.600000000000001E-4,0.00302,-23664.27545533147-290887.3612496093i
5.700000000000001E-4,0.00302,-9058.52292237416-305236.5360780446i
5.8E-4,0.00302,7732.676575858748-319430.65591486654i
5.9E-4,0.00302,26598.56211024203-333559.388747641i
6.000000000000001E-4,0.00302,48198.655814409816-346750.48330921255i
6.100000000000001E-4,0.00302,72488.7284216838-358936.8030474148i
6.2E-4,0.00302,99430.4752410493-370109.4614988644i
6.3E-4,0.00302,129029.63009334165-380214.81855645374i
6.4E-4,0.00302,161637.95167893678-388502.5063096576i
6.500000000000001E-4,0.00302,197346.53803707735-394164.25443570287i
6.6E-4,0.00302,236026.27784401178-397256.5948125591i
6.7E-4,0.00302,277677.1710997409-397779.52744022594i
6.8E-4,0.00302,322540.4865557186-395458.7118070183i
6.900000000000001E-4,0.00302,370084.6640938696-388397.2178552403i
7.0E-4,0.00302,420318.8207046744-376615.8417279238i
7.1E-4,0.00302,473235.16841235524-360110.08061130816i
7.2E-4,0.00302,528658.7170492223-338740.684905771i
7.300000000000001E-4,0.00302,586450.1305236089-311554.9675020722i
7.4E-4,0.00302,645367.7981627596-276708.2663641511i
7.5E-4,0.00302,705437.4656236586-234299.148214882i
7.6E-4,0.00302,766613.7538757483-184634.1573727636i
7.700000000000001E-4,0.00302,828850.5912625843-127497.4881778408i
7.8E-4,0.00302,889603.8277289574-60020.01966343591i
7.9E-4,0.00302,948343.5023320558+17588.350740624017i
8.0E-4,0.00302,1005014.1805663725+105316.42154471698i
8.100000000000001E-4,0.00302,1060045.4132853504+202577.9710348588i
8.2E-4,0.00302,1110124.684441484+311663.32509393006i
8.3E-4,0.00302,1152828.500712797+432901.62668340426i
8.4E-4,0.00302,1188431.2406175982+566108.4887250242i
8.500000000000001E-4,0.00302,1217459.3292932159+710803.0421533783i
8.600000000000001E-4,0.00302,1236038.321211235+868137.0781331991i
8.7E-4,0.00302,1240550.3331229966+1037856.2002134646i
8.8E-4,0.00302,1231650.0597889712+1219687.4787984192i
8.900000000000001E-4,0.00302,1209006.6539695659+1413439.9621257384i
9.000000000000001E-4,0.00302,1166486.5698413814+1618299.0233105256i
9.1E-4,0.00302,1102795.8186268269+1833502.1605250402i
9.2E-4,0.00302,1018238.7919388125+2058722.1875897837i
9.3E-4,0.00302,908130.8612607797+2292096.685235693i
9.400000000000001E-4,0.00302,769564.8063804479+2531803.8492016597i
9.5E-4,0.00302,602279.0587239462+2777129.8568775062i
9.6E-4,0.00302,401198.4001365707+3024415.4615008277i
9.7E-4,0.00302,165248.52868460302+3271936.467338064i
9.800000000000002E-4,0.00302,-108050.03420008325+3516859.7645110344i
9.9E-4,0.00302,-422124.7437987731+3754765.77429747i
0.001,0.00302,-777957.0904581788+3983298.33223322i
0.00101,0.00302,-1179211.077716688+4196186.2791173635i
0.00102,0.00302,-1626310.748120373+4390932.801086383i
0.00103,0.00302,-2122334.218500941+4559444.705120077i
0.0010400000000000001,0.00302,-2667500.2699792865+4698725.101079683i
0.0010500000000000002,0.00302,-3263546.0496159066+4799421.207823332i
0.0010600000000000002,0.00302,-3910412.703819396+4857429.2398180105i
0.0010700000000000002,0.00302,-4608363.066355182+4862522.126888565i
0.00108,0.00302,-5356418.860974395+4808988.263899471i
0.00109,0.00302,-6153218.055241886+4686551.515583286i
0.0011,0.00302,-6996467.580062769+4487013.627907595i
0.00111,0.00302,-7883027.336563032+4201068.387492702i
0.0011200000000000001,0.00302,-8808547.341048501+3817600.077168984i
0.0011300000000000001,0.00302,-9767413.144317769+3327334.9985711346i
0.0011400000000000002,0.00302,-1.075302159938385E7+2719382.4015721423i
0.0011500000000000002,0.00302,-1.175730633308695E7+1982601.0826636418i
0.0011600000000000002,0.00302,-1.277064110333118E7+1105881.7075596014i
0.00117,0.00302,-1.3781769794785839E7+78596.48668215203i
0.0011800000000000003,0.00302,-1.4777825520738376E7-1109623.8316303561i
0.00119,0.00302,-1.5743494777849745E7-2469917.2675015973i
0.0012000000000000001,0.00302,-1.6662300237895235E7-4012168.2579870527i
0.0012100000000000001,0.00302,-1.7514803437058568E7-5746061.204610086i
0.0012200000000000002,0.00302,-1.8280127962294023E7-7679612.767754825i
0.0012300000000000002,0.00302,-1.8934722217672408E7-9820057.056702688i
0.0012400000000000002,0.00302,-1.945262752996772E7-1.2173410519951817E7i
0.0012500000000000002,0.00302,-1.9805467148076516E7-1.4743821009524021E7i
0.0012600000000000003,0.00302,-1.9962254263490267E7-1.7533253289345115E7i
0.00127,0.00302,1.371297418191046E-4-1.3278326690361236E-4i
0.00128,0.00302,1.5778438328015488E-4-1.3147536281014655E-4i
0.0012900000000000001,0.00302,1.7813326858812786E-4-1.3020194835465076E-4i
0.0013000000000000002,0.00302,1.9818940521625485E-4-1.2895959574125258E-4i
0.0013100000000000002,0.00302,2.17970501960145E-4-1.2774368035550562E-4i
0.0013200000000000002,0.00302,2.3746809893244458E-4-1.265533553059716E-4i
0.0013300000000000002,0.00302,2.566987401781271E-4-1.2538485845184398E-4i
0.0013400000000000003,0.00302,2.756704943824545E-4-1.242326340088342E-4i
0.0013500000000000003,0.00302,2.9438050221183674E-4-1.2309549023668736E-4i
0.00136,0.00302,3.1283958903964603E-4-1.2196909486154657E-4i
0.0013700000000000001,0.00302,3.310496329255409E-4-1.2085046378094928E-4i
0.0013800000000000002,0.00302,3.490113556192645E-4-1.1973735007978827E-4i
0.0013900000000000002,0.00302,3.667320400828767E-4-1.186255457997816E-4i
0.0014000000000000002,0.00302,3.8420876176174345E-4-1.1751518229795823E-4i
0.0014100000000000002,0.00302,4.0144239304889346E-4-1.1640135496273808E-4i
0.0014200000000000003,0.00302,4.1843936966567074E-4-1.1528188125024778E-4i
0.0014300000000000003,0.00302,4.351926026039991E-4-1.1415922131061163E-4i
0.00144,0.00302,4.5170519197249015E-4-1.1302735706315116E-4i
0.0014500000000000001,0.00302,4.6797579263846607E-4-1.118867717400556E-4i
0.0014600000000000001,0.00302,4.840015600199172E-4-1.1074017412449005E-4i
0.0014700000000000002,0.00302,4.997824303463959E-4-1.0958275675632195E-4i
0.0014800000000000002,0.00302,5.153136825173255E-4-1.0841743042742732E-4i
0.0014900000000000002,0.00302,5.305971472135206E-4-1.0724492362299977E-4i
0.0015000000000000002,0.00302,5.456278226792892E-4-1.0606392131330373E-4i
2.0E-4,0.00303,1.2356423431214039E-7-1.7118125067032106E-9i
2.1E-4,0.00303,-2706.4003298820267-21339.78006592682i
2.2E-4,0.00303,-5283.802220036582-24203.111192247205i
2.3E-4,0.00303,-7996.0885529640045-27097.37726127233i
2.4E-4,0.00303,-10851.092204169065-30021.296675874284i
2.5E-4,0.00303,-13852.977431351883-32976.997684373164i
2.6000000000000003E-4,0.00303,-17002.456271447765-35970.26294877209i
2.7E-4,0.00303,-20297.140634281295-39010.54699132539i
2.8000000000000003E-4,0.00303,-23731.7620668749-42110.987689240166i
2.9E-4,0.00303,-27298.294005734235-45288.34949594684i
3.0000000000000003E-4,0.00303,-30986.089741221716-48562.68861446116i
3.1E-4,0.00303,-34792.788787303936-51957.77896249071i
3.2E-4,0.00303,-38706.17464126904-55512.59432256436i
3.3E-4,0.00303,-42632.048340284724-59217.414893273984i
3.4E-4,0.00303,-46684.15380856656-63150.72035045635i
3.5000000000000005E-4,0.00303,-50690.39859030953-67314.71273301233i
3.6E-4,0.00303,-54762.225064906626-71761.01319484352i
3.7E-4,0.00303,-58731.020714250466-76527.20365975887i
3.8E-4,0.00303,-62683.58695066312-81622.48207746947i
3.9000000000000005E-4,0.00303,-66502.58360191213-87136.79742695756i
4.0E-4,0.00303,-70114.38581613317-93060.81220300721i
4.1E-4,0.00303,-73582.95036729249-99435.9093556804i
4.2E-4,0.00303,-76791.64794158714-106331.97133428243i
4.3000000000000004E-4,0.00303,-79615.93597040074-113762.37278858799i
4.4000000000000007E-4,0.00303,-82019.95563791043-121741.31155830993i
4.5E-4,0.00303,-84004.57164414016-130283.05811883757i
4.6E-4,0.00303,-85478.72569841398-139462.4386404633i
4.7000000000000004E-4,0.00303,-86231.04026178936-149248.76019188043i
4.8000000000000007E-4,0.00303,-86214.5597946683-159643.08947031994i
4.9E-4,0.00303,-85283.12909188465-170635.24910587512i
5.0E-4,0.00303,-83464.20481530359-182246.87988006778i
5.1E-4,0.00303,-80663.49601151094-194484.0153325623i
5.200000000000001E-4,0.00303,-76613.45030720871-207257.40692832234i
5.300000000000001E-4,0.00303,-71150.51121586717-220490.5971966459i
5.4E-4,0.00303,-64155.724556590096-234113.73751134824i
5.5E-4,0.00303,-55617.20267123246-248105.82404172345i
5.600000000000001E-4,0.00303,-45451.479740511524-262464.63301814743i
5.700000000000001E-4,0.00303,-33209.046813142864-276795.1858080824i
5.8E-4,0.00303,-18854.206618358985-291022.1655009254i
5.9E-4,0.00303,-2489.7308458189777-305223.29295567673i
6.000000000000001E-4,0.00303,16012.591797311678-319317.10517533275i
6.100000000000001E-4,0.00303,37229.91184159156-332526.61012515327i
6.2E-4,0.00303,61182.595386274814-344649.6297285929i
6.3E-4,0.00303,87808.28747595071-355721.4546903432i
6.4E-4,0.00303,116982.78911200445-365887.18985434505i
6.500000000000001E-4,0.00303,149166.77016579293-374232.3298015197i
6.6E-4,0.00303,184331.17972893402-379974.7975314218i
6.7E-4,0.00303,222469.45870692233-383332.3826640767i
6.8E-4,0.00303,263542.9219405287-384299.8944447703i
6.900000000000001E-4,0.00303,307585.90683254955-382125.41751645884i
7.0E-4,0.00303,354487.76200913044-375765.0958444665i
7.1E-4,0.00303,404098.8385854371-364696.50924448424i
7.2E-4,0.00303,456294.88618214923-348799.782399374i
7.300000000000001E-4,0.00303,510985.57809856563-328000.5598439018i
7.4E-4,0.00303,568011.292814956-301743.6997362194i
7.5E-4,0.00303,626306.6769272091-267727.0276738117i
7.6E-4,0.00303,685695.7187544105-226467.6661744721i
7.700000000000001E-4,0.00303,746154.0781757091-177735.3937925326i
7.8E-4,0.00303,807829.645173218-121993.54114142917i
7.9E-4,0.00303,867941.2218555771-56109.82076591848i
8.0E-4,0.00303,925872.1251211157+19978.77128944749i
8.100000000000001E-4,0.00303,982148.1499311285+105651.65654503142i
8.2E-4,0.00303,1036824.6892739593+200795.83211495864i
8.3E-4,0.00303,1086499.851178618+307558.5795826197i
8.4E-4,0.00303,1128869.6563064095+426607.05744019983i
8.500000000000001E-4,0.00303,1164590.5992152996+557204.5568423115i
8.600000000000001E-4,0.00303,1193736.3673662122+699287.2380801804i
8.7E-4,0.00303,1212433.4579038455+853792.4640982673i
8.8E-4,0.00303,1217513.510420453+1020523.4100518167i
8.900000000000001E-4,0.00303,1209412.9423781435+1199117.6304287405i
9.000000000000001E-4,0.00303,1187641.9796371376+1389722.3896315834i
9.1E-4,0.00303,1146581.198282484+1591233.5426844608i
9.2E-4,0.00303,1084621.2756386215+1802817.567298225i
9.3E-4,0.00303,1001816.446065507+2024362.6585003564i
9.400000000000001E-4,0.00303,894317.2885428579+2254240.61582951i
9.5E-4,0.00303,758519.8895452595+2490179.125135145i
9.6E-4,0.00303,594373.1617815424+2731790.0519393072i
9.7E-4,0.00303,397336.64136155625+2975611.783559888i
9.800000000000002E-4,0.00303,165456.2384816527+3219492.7782411845i
9.9E-4,0.00303,-102924.39835857258+3461208.9773084484i
0.001,0.00303,-411659.1845809476+3695879.4846622157i
0.00101,0.00303,-761603.9346527503+3921743.8243903373i
0.00102,0.00303,-1156251.8865906254+4132030.4599359087i
0.00103,0.00303,-1596416.1980518838+4324667.295572924i
0.0010400000000000001,0.00303,-2084608.308755395+4491781.02037412i
0.0010500000000000002,0.00303,-2621599.911387486+4629734.958836759i
0.0010600000000000002,0.00303,-3208814.8418068467+4730572.34255848i
0.0010700000000000002,0.00303,-3846401.4113664217+4788771.411729782i
0.00108,0.00303,-4534531.302331372+4795368.066309783i
0.00109,0.00303,-5272470.952221051+4744307.4692814015i
0.0011,0.00303,-6058686.655623137+4625120.894987815i
0.00111,0.00303,-6891068.8670908185+4430066.279725203i
0.0011200000000000001,0.00303,-7766401.805826804+4149401.904861478i
0.0011300000000000001,0.00303,-8680561.316325014+3773709.120915518i
0.0011400000000000002,0.00303,-9628255.013646677+3292088.1747544985i
0.0011500000000000002,0.00303,-1.0602921797121212E7+2693736.5554656014i
0.0011600000000000002,0.00303,-1.159653682627336E7+1968239.5980131046i
0.00117,0.00303,-1.2599699564503275E7+1105219.8225866014i
0.0011800000000000003,0.00303,-1.3601380850614587E7+93398.1161135932i
0.00119,0.00303,-1.458846478666343E7-1078489.0044907604i
0.0012000000000000001,0.00303,-1.5546420623956332E7-2420875.114272107i
0.0012100000000000001,0.00303,-1.6458696715561919E7-3943431.4573883354i
0.0012200000000000002,0.00303,-1.7306418290183134E7-5655501.481609061i
0.0012300000000000002,0.00303,-1.806854498392446E7-7565823.188506858i
0.0012400000000000002,0.00303,-1.872183516383799E7-9681854.029650532i
0.0012500000000000002,0.00303,-1.9240479381799284E7-1.2009587148181582E7i
0.0012600000000000003,0.00303,-1.959650758917555E7-1.4553070168291073E7i
0.00127,0.00303,-1.9759434129423857E7-1.731457211819828E7i
0.00128,0.00303,1.354803499549717E-4-1.3148832011610073E-4i
0.0012900000000000001,0.00303,1.5594522052685174E-4-1.3024674066865316E-4i
0.0013000000000000002,0.00303,1.761243379612923E-4-1.2903835411724542E-4i
0.0013100000000000002,0.00303,1.9602957908097712E-4-1.2785675780616486E-4i
0.0013200000000000002,0.00303,2.15662552111501E-4-1.2670118766749318E-4i
0.0013300000000000002,0.00303,2.350351266126081E-4-1.255652937637001E-4i
0.0013400000000000003,0.00303,2.5414938304175463E-4-1.2444770081180632E-4i
0.0013500000000000003,0.00303,2.730081656498129E-4-1.233439881245175E-4i
0.00136,0.00303,2.9162773349877336E-4-1.222481185783565E-4i
0.0013700000000000001,0.00303,3.099994223051796E-4-1.2116109521818673E-4i
0.0013800000000000002,0.00303,3.281302993670536E-4-1.2007712849444707E-4i
0.0013900000000000002,0.00303,3.4602879968885183E-4-1.1898979668187238E-4i
0.0014000000000000002,0.00303,3.636855985357793E-4-1.1790304909710693E-4i
0.0014100000000000002,0.00303,3.8110948467100827E-4-1.1680992813389175E-4i
0.0014200000000000003,0.00303,3.9829914979693084E-4-1.1570723341285283E-4i
0.0014300000000000003,0.00303,4.152493137937293E-4-1.1459810081306868E-4i
0.00144,0.00303,4.3196377991981655E-4-1.1347741737461153E-4i
0.0014500000000000001,0.00303,4.484386635118371E-4-1.1234493329376991E-4i
0.0014600000000000001,0.00303,4.6467230219366957E-4-1.1120146810235212E-4i
0.0014700000000000002,0.00303,4.8066110962146453E-4-1.100464733999481E-4i
0.0014800000000000002,0.00303,4.964035137483209E-4-1.0888029635482406E-4i
0.0014900000000000002,0.00303,5.118970549814733E-4-1.0770279289461933E-4i
0.0015000000000000002,0.00303,5.271389357045633E-4-1.0651633761834988E-4i
2.0E-4,0.00304,1.0818385998406137E-7-1.729884582554606E-8i
2.1E-4,0.00304,-5031.228376660693-18433.221424896332i
2.2E-4,0.00304,-7581.710434721928-20699.977089649845i
2.3E-4,0.00304,-10257.259288796524-22996.617373832443i
2.4E-4,0.00304,-13065.948924262988-25320.660700961573i
2.5E-4,0.00304,-16012.341552347369-27673.423509825556i
2.6000000000000003E-4,0.00304,-19098.047687770286-30059.84243858424i
2.7E-4,0.00304,-22322.061119474878-32488.43219902492i
2.8000000000000003E-4,0.00304,-25680.95691003217-34971.27207425324i
2.9E-4,0.00304,-29168.981131228888-37523.96971441277i
3.0000000000000003E-4,0.00304,-32778.241517444905-40165.33645772065i
3.1E-4,0.00304,-36498.792990700094-42920.65785247906i
3.2E-4,0.00304,-40352.3585921386-45810.93674402392i
3.3E-4,0.00304,-44218.22609820252-48857.85239474845i
3.4E-4,0.00304,-48221.05715637105-52108.57027737433i
3.5000000000000005E-4,0.00304,-52226.9780250087-55575.396447415565i
3.6E-4,0.00304,-56259.11000939272-59314.12857649302i
3.7E-4,0.00304,-60293.35334494191-63331.450739730826i
3.8E-4,0.00304,-64267.90835640624-67710.56636853368i
3.9000000000000005E-4,0.00304,-68217.92171975397-72426.3371334608i
4.0E-4,0.00304,-72025.92653937342-77567.96284369947i
4.1E-4,0.00304,-75650.0963998044-83171.9530213651i
4.2E-4,0.00304,-79103.90653395151-89240.9633012249i
4.3000000000000004E-4,0.00304,-82336.77145161526-95803.64777412597i
4.4000000000000007E-4,0.00304,-85170.27320434182-102935.24841377865i
4.5E-4,0.00304,-87607.9272816606-110639.37316027307i
4.6E-4,0.00304,-89575.43594091816-118946.94249642319i
4.7000000000000004E-4,0.00304,-91021.01521516385-127855.3129933399i
4.8000000000000007E-4,0.00304,-91912.2311634964-137400.9850747592i
4.9E-4,0.00304,-91983.88563683713-147581.72957555388i
5.0E-4,0.00304,-91190.09784256216-158383.75054132313i
5.1E-4,0.00304,-89412.06001645031-169791.90202484766i
5.200000000000001E-4,0.00304,-86605.5929184908-181785.37076147503i
5.300000000000001E-4,0.00304,-82744.74503607755-194393.17169328764i
5.4E-4,0.00304,-77440.31978639358-207461.96632856954i
5.5E-4,0.00304,-70610.68219440637-220921.31476357408i
5.600000000000001E-4,0.00304,-62294.18689171025-234790.96930201226i
5.700000000000001E-4,0.00304,-52430.331253419965-249059.46578896508i
5.8E-4,0.00304,-40466.02789558322-263286.9256331518i
5.9E-4,0.00304,-26355.57918835347-277403.5975643992i
6.000000000000001E-4,0.00304,-10199.26682537685-291442.0321678323i
6.100000000000001E-4,0.00304,8060.460757115186-305468.17387927754i
6.2E-4,0.00304,28912.091274858944-318661.7651289923i
6.3E-4,0.00304,52436.03679485436-330810.27252585674i
6.4E-4,0.00304,78555.56530231753-342004.43713180884i
6.500000000000001E-4,0.00304,107265.23520465948-352307.5347855049i
6.6E-4,0.00304,138920.87589847276-360647.7830625875i
6.7E-4,0.00304,173575.2609628014-366656.7628287606i
6.8E-4,0.00304,211157.69784536358-370482.9655966832i
6.900000000000001E-4,0.00304,251654.21385815236-371333.11738304107i
7.0E-4,0.00304,295026.90110668185-369133.33704856905i
7.1E-4,0.00304,341385.4927165595-363502.9639706434i
7.2E-4,0.00304,390351.8528104992-353074.19200539583i
7.300000000000001E-4,0.00304,441816.2186575902-337721.8485203279i
7.4E-4,0.00304,495792.9874279667-317592.8821390775i
7.5E-4,0.00304,552184.1321247091-292070.3818653814i
7.6E-4,0.00304,609655.7291939836-259059.25666157916i
7.700000000000001E-4,0.00304,668198.036821495-218648.4599284831i
7.8E-4,0.00304,728117.8365832053-171696.9848568241i
7.9E-4,0.00304,789083.3537821484-117298.15943393714i
8.0E-4,0.00304,848281.6428023782-52784.86710337348i
8.100000000000001E-4,0.00304,905661.6310864321+21699.600700779025i
8.2E-4,0.00304,961419.1235712764+105523.09184986119i
8.3E-4,0.00304,1015566.6114508979+198801.61141990643i
8.4E-4,0.00304,1064619.3281090874+303810.17066796025i
8.500000000000001E-4,0.00304,1106991.5838865072+420360.1493732342i
8.600000000000001E-4,0.00304,1142563.5564395038+548544.3394584404i
8.7E-4,0.00304,1171859.1640094726+687906.1749824487i
8.8E-4,0.00304,1190759.8110786679+839674.0484877531i
8.900000000000001E-4,0.00304,1196368.9541090901+1003408.8599719125i
9.000000000000001E-4,0.00304,1188787.9522536506+1179004.0540117444i
9.1E-4,0.00304,1167963.9352524455+1366174.1219991571i
9.2E-4,0.00304,1128406.0312722533+1564329.0458430375i
9.3E-4,0.00304,1067965.7967401685+1772534.3649015955i
9.400000000000001E-4,0.00304,986917.1259607795+1990447.0801709555i
9.5E-4,0.00304,882026.3831313268+2216782.29915412i
9.6E-4,0.00304,748909.0599225039+2449165.9717095774i
9.7E-4,0.00304,587733.14256391+2687007.0331243314i
9.800000000000002E-4,0.00304,394776.1129029921+2927588.138616747i
9.9E-4,0.00304,166843.52498393226+3167911.007405222i
0.001,0.00304,-96719.40357825495+3406492.0350555917i
0.00101,0.00304,-400145.133996174+3638381.691416978i
0.00102,0.00304,-744416.993510083+3861216.7467269385i
0.00103,0.00304,-1132565.4235513983+4069601.4906916935i
0.0010400000000000001,0.00304,-1566023.7606937038+4259657.407870635i
0.0010500000000000002,0.00304,-2046535.5071341277+4426037.196667455i
0.0010600000000000002,0.00304,-2575751.6572695104+4562507.938221779i
0.0010700000000000002,0.00304,-3154199.767606993+4663864.615492714i
0.00108,0.00304,-3782859.724180889+4722042.188243245i
0.00109,0.00304,-4461348.590098181+4730730.450506403i
0.0011,0.00304,-5189417.645619072+4681864.912484083i
0.00111,0.00304,-5965253.9137578625+4566146.270757811i
0.0011200000000000001,0.00304,-6787256.578110243+4376252.475247901i
0.0011300000000000001,0.00304,-7651913.574748815+4101562.505528727i
0.0011400000000000002,0.00304,-8555404.40735596+3732424.5448552463i
0.0011500000000000002,0.00304,-9492546.274795307+3258814.5031942837i
0.0011600000000000002,0.00304,-1.0456774841478718E7+2670867.215012528i
0.00117,0.00304,-1.1440354002633145E7+1957477.6986634722i
0.0011800000000000003,0.00304,-1.2433929410946961E7+1107355.4186398939i
0.00119,0.00304,-1.3426505107042344E7+109416.28082690816i
0.0012000000000000001,0.00304,-1.4405517152711216E7-1046616.2263609362i
0.0012100000000000001,0.00304,-1.5356822785377681E7-2370829.7477415362i
0.0012200000000000002,0.00304,-1.6263389105444208E7-3873996.858145268i
0.0012300000000000002,0.00304,-1.7107052381852034E7-5565451.518391944i
0.0012400000000000002,0.00304,-1.786661257614195E7-7454030.7650178615i
0.0012500000000000002,0.00304,-1.8519309442871414E7-9546834.036238685i
0.0012600000000000003,0.00304,-1.9039763318314154E7-1.185005854286544E7i
0.00127,0.00304,-1.939985439289633E7-1.436829546726428E7i
0.00128,0.00304,-1.9569096513424482E7-1.7103959108227767E7i
0.0012900000000000001,0.00304,1.3389780971171246E-4-1.3027665062267577E-4i
0.0013000000000000002,0.00304,1.5419738241697595E-4-1.2910447978662173E-4i
0.0013100000000000002,0.00304,1.742231609031525E-4-1.2796158615794792E-4i
0.0013200000000000002,0.00304,1.939802696970394E-4-1.268446255695958E-4i
0.0013300000000000002,0.00304,2.134913020157999E-4-1.2574587007604674E-4i
0.0013400000000000003,0.00304,2.327465305955878E-4-1.2466560087964705E-4i
0.0013500000000000003,0.00304,2.517564112984696E-4-1.2359944179956788E-4i
0.00136,0.00304,2.705340177136351E-4-1.2253870263929063E-4i
0.0013700000000000001,0.00304,2.890695661730005E-4-1.2148353937030242E-4i
0.0013800000000000002,0.00304,3.0737508081950547E-4-1.204296645137969E-4i
0.0013900000000000002,0.00304,3.2545078223482777E-4-1.1937160477512885E-4i
0.0014000000000000002,0.00304,3.4329603171178797E-4-1.1830845190816321E-4i
0.0014100000000000002,0.00304,3.609110555406442E-4-1.1723621370207713E-4i
0.0014200000000000003,0.00304,3.782964989990774E-4-1.1615435886104651E-4i
0.0014300000000000003,0.00304,3.954479375033565E-4-1.1505911647249351E-4i
0.00144,0.00304,4.1236885559404676E-4-1.1394960801876212E-4i
0.0014500000000000001,0.00304,4.290526624752633E-4-1.1282770721425132E-4i
0.0014600000000000001,0.00304,4.4549737814762676E-4-1.11687950968859E-4i
0.0014700000000000002,0.00304,4.6170155708577835E-4-1.1053409529744774E-4i
0.0014800000000000002,0.00304,4.7766051972210544E-4-1.093672222424978E-4i
0.0014900000000000002,0.00304,4.93369650847766E-4-1.0818424965269382E-4i
0.0015000000000000002,0.00304,5.088272950801451E-4-1.0699086676300911E-4i
2.0E-4,0.00305,9.247502795251267E-8-2.8797987564781283E-8i
2.1E-4,0.00305,-6665.764612164923-15565.984361246148i
2.2E-4,0.00305,-9124.265782388056-17313.883027753902i
2.3E-4,0.00305,-11700.862543543051-19089.278712765357i
2.4E-4,0.00305,-14403.138185834929-20889.189493230482i
2.5E-4,0.00305,-17235.79081247441-22714.204833795786i
2.6000000000000003E-4,0.00305,-20201.054183962868-24568.433903314515i
2.7E-4,0.00305,-23298.99125916107-26459.444142150835i
2.8000000000000003E-4,0.00305,-26527.673898242043-28398.23498155016i
2.9E-4,0.00305,-29883.27077930214-30399.178235645722i
3.0000000000000003E-4,0.00305,-33360.117441219416-32479.740233520515i
3.1E-4,0.00305,-36944.94282865516-34659.94201020051i
3.2E-4,0.00305,-40578.558110195125-36961.26408713964i
3.3E-4,0.00305,-44435.07546251558-39419.4807859152i
3.4E-4,0.00305,-48215.81809901519-42051.76650122326i
3.5000000000000005E-4,0.00305,-52205.50317762937-44892.64432612012i
3.6E-4,0.00305,-56123.70479774694-47978.12753745408i
3.7E-4,0.00305,-60144.199147581356-51343.69380761425i
3.8E-4,0.00305,-64130.75600286579-55013.622767767636i
3.9000000000000005E-4,0.00305,-68044.2093453848-59047.501385311094i
4.0E-4,0.00305,-71973.41429600662-63460.33619949942i
4.1E-4,0.00305,-75760.5921156916-68295.51156136932i
4.2E-4,0.00305,-79314.0049900178-73586.99836529575i
4.3000000000000004E-4,0.00305,-82714.73505101689-79381.73245297931i
4.4000000000000007E-4,0.00305,-85920.68587702044-85697.19402148011i
4.5E-4,0.00305,-88818.10384211218-92568.6413363554i
4.6E-4,0.00305,-91244.82065704356-100026.88432962952i
4.7000000000000004E-4,0.00305,-93199.1652370085-108098.69334377878i
