% Model,verification_2d_nozzle_tapered.mph
% Version,COMSOL 5.4.0.388
% Date,"Oct 8 2021, 14:24"
% Dimension,2
% Nodes,13231
% Expressions,1
% Description,"Current density, phi component"
% Length unit,m
% R,Z,mef.Jphi (A/m^2) @ freq=2E6
0.0011,0.0028,3.214341793614559E-4-1.6436386978275065E-4i
0.00111,0.0028,3.461310885197401E-4-1.6189972281830284E-4i
0.0011200000000000001,0.0028,3.703170175655891E-4-1.5949569014769277E-4i
0.0011300000000000001,0.0028,3.9399303048072404E-4-1.5715159476729462E-4i
0.0011400000000000002,0.0028,4.171871400368377E-4-1.5486354540372792E-4i
0.0011500000000000002,0.0028,4.399067881900662E-4-1.5263055922217048E-4i
0.0011600000000000002,0.0028,4.621555261166716E-4-1.5045272296625156E-4i
0.00117,0.0028,4.839501882481813E-4-1.483271527456721E-4i
0.0011800000000000003,0.0028,5.053069303218725E-4-1.4625084553281618E-4i
0.00119,0.0028,5.262286767325651E-4-1.4422408408536547E-4i
0.0012000000000000001,0.0028,5.467208273355039E-4-1.4224619833895703E-4i
0.0012100000000000001,0.0028,5.668051911596741E-4-1.4031302271010022E-4i
0.0012200000000000002,0.0028,5.864841810246467E-4-1.3842416118489388E-4i
0.0012300000000000002,0.0028,6.057628884989964E-4-1.3657904517109102E-4i
0.0012400000000000002,0.0028,6.246571253766633E-4-1.347749335092555E-4i
0.0012500000000000002,0.0028,6.431738993740774E-4-1.3301045023771156E-4i
0.0012600000000000003,0.0028,6.613119747847576E-4-1.3128579491206917E-4i
0.00127,0.0028,6.790883105635911E-4-1.2959755266915852E-4i
0.00128,0.0028,6.965091879918576E-4-1.2794503407158992E-4i
0.0012900000000000001,0.0028,7.135766937573829E-4-1.263278093866082E-4i
0.0013000000000000002,0.0028,7.302988573022402E-4-1.2474403238333845E-4i
0.0013100000000000002,0.0028,7.466879468617476E-4-1.2319104644527176E-4i
0.0013200000000000002,0.0028,7.627454858395452E-4-1.2166909233446821E-4i
0.0013300000000000002,0.0028,7.784740146745175E-4-1.201777404355275E-4i
0.0013400000000000003,0.0028,7.938863773691171E-4-1.1871390047086553E-4i
0.0013500000000000003,0.0028,8.089865185202889E-4-1.1727657213768293E-4i
0.00136,0.0028,8.237775437219078E-4-1.1586562059078894E-4i
0.0013700000000000001,0.0028,8.382628860507024E-4-1.1448061413498192E-4i
0.0013800000000000002,0.0028,8.524523941995425E-4-1.1311883165241585E-4i
0.0013900000000000002,0.0028,8.663477579988728E-4-1.1177988812251368E-4i
0.0014000000000000002,0.0028,8.79954937242519E-4-1.1046312360887729E-4i
0.0014100000000000002,0.0028,8.932762971738548E-4-1.0916791759197554E-4i
0.0014200000000000003,0.0028,9.063176489421898E-4-1.0789260045901669E-4i
0.0014300000000000003,0.0028,9.190824763663746E-4-1.0663676401023327E-4i
0.00144,0.0028,9.315739413932561E-4-1.0540036310221492E-4i
0.0014500000000000001,0.0028,9.437974246964818E-4-1.0418164909706323E-4i
0.0014600000000000001,0.0028,9.557549562558325E-4-1.0298016891589113E-4i
0.0014700000000000002,0.0028,9.674508756337518E-4-1.0179591512621085E-4i
0.0014800000000000002,0.0028,9.788887357019265E-4-1.0062783668418577E-4i
0.0014900000000000002,0.0028,9.90070991691955E-4-9.947521889068777E-5i
0.0015000000000000002,0.0028,0.0010010016446376597-9.833796642614846E-5i
2.0E-4,0.00281,-2.618389518912926E-6+7.019347207882002E-7i
2.1E-4,0.00281,167309.4007729732+400885.9285221944i
2.2E-4,0.00281,226580.60316319793+406911.2860724379i
2.3E-4,0.00281,283045.5815920037+410583.7981818136i
2.4E-4,0.00281,336820.4238918791+412169.1590386705i
2.5E-4,0.00281,388043.37560355116+411927.988361282i
2.6000000000000003E-4,0.00281,436875.50057241874+410114.53229289764i
2.7E-4,0.00281,483512.8078146905+406988.9399639162i
2.8000000000000003E-4,0.00281,528131.3845167052+402792.31064351724i
2.9E-4,0.00281,570944.1621681933+397749.2876449197i
3.0000000000000003E-4,0.00281,612197.4506797476+392080.3508605323i
3.1E-4,0.00281,652087.7070899591+385994.77807784925i
3.2E-4,0.00281,690769.1743385772+379798.7495749625i
3.3E-4,0.00281,728892.4678400835+373524.2880568414i
3.4E-4,0.00281,766435.9499085097+367422.7121205852i
3.5000000000000005E-4,0.00281,804187.3006611048+361739.12169031356i
3.6E-4,0.00281,841887.0320414723+356516.89229092165i
3.7E-4,0.00281,880053.1319559283+352282.278935886i
3.8E-4,0.00281,919391.8996452686+348730.386075555i
3.9000000000000005E-4,0.00281,958978.4691784184+346777.0215143509i
4.0E-4,0.00281,1000438.7356569568+346208.64700605685i
4.1E-4,0.00281,1043577.4448998256+347182.8366569758i
4.2E-4,0.00281,1087840.474945572+350572.73365267355i
4.3000000000000004E-4,0.00281,1134170.1098831808+356472.0738922438i
4.4000000000000007E-4,0.00281,1183061.930530684+365052.20308434404i
4.5E-4,0.00281,1234466.909852924+376575.6797692497i
4.6E-4,0.00281,1287410.2490494372+392062.9308070629i
4.7000000000000004E-4,0.00281,1342781.0065325825+411884.25455585227i
4.8000000000000007E-4,0.00281,1400596.798011338+436455.91575120203i
4.9E-4,0.00281,1460558.8567598716+466342.3365101343i
5.0E-4,0.00281,1523139.0359477762+501578.97988523945i
5.1E-4,0.00281,1588090.866791118+543771.9831679785i
5.200000000000001E-4,0.00281,1653887.155797548+593380.7394551025i
5.300000000000001E-4,0.00281,1719975.1228327944+650788.0212306216i
5.4E-4,0.00281,1785639.7491012386+717724.0559409123i
5.5E-4,0.00281,1851634.813053534+793978.8340260739i
5.600000000000001E-4,0.00281,1917513.2519269763+879834.2263540092i
5.700000000000001E-4,0.00281,1980483.3065892372+977510.8824442355i
5.8E-4,0.00281,2040156.3196962895+1087068.7203833284i
5.9E-4,0.00281,2097046.7308103146+1208484.248375688i
6.000000000000001E-4,0.00281,2147146.4279589504+1343673.0728132045i
6.100000000000001E-4,0.00281,2189447.768481439+1492744.441207774i
6.2E-4,0.00281,2224515.719214168+1655804.3316251237i
6.3E-4,0.00281,2247327.831302784+1833936.979978968i
6.4E-4,0.00281,2256586.7134676958+2027063.69567109i
6.500000000000001E-4,0.00281,2252474.8725591744+2235480.438895462i
6.6E-4,0.00281,2228636.7288868143+2458910.8506271048i
6.7E-4,0.00281,2184055.6341307308+2697037.5347980116i
6.8E-4,0.00281,2118396.5123519166+2950094.313586173i
6.900000000000001E-4,0.00281,2024835.0205917144+3216154.7316725217i
7.0E-4,0.00281,1901880.9374803964+3494470.641176366i
7.1E-4,0.00281,1748446.661382661+3784605.249614616i
7.2E-4,0.00281,1557782.093528281+4083003.9161856174i
7.300000000000001E-4,0.00281,1328965.0871015943+4389048.248544586i
7.4E-4,0.00281,1057688.705395629+4699038.505645348i
7.5E-4,0.00281,740162.9707878617+5009797.231073012i
7.6E-4,0.00281,375024.9334511068+5318926.42228763i
7.700000000000001E-4,0.00281,-43451.55661514082+5619943.216748866i
7.8E-4,0.00281,-515865.9134096263+5911170.861751845i
7.9E-4,0.00281,-1047097.6561877276+6183406.073307143i
8.0E-4,0.00281,-1638076.3271827004+6434951.199246664i
8.100000000000001E-4,0.00281,-2292363.464575008+6654413.016258288i
8.2E-4,0.00281,-3010680.691825759+6839287.299953697i
8.3E-4,0.00281,-3795055.098167549+6977047.411166175i
8.4E-4,0.00281,-4645754.753122887+7062604.116104765i
8.500000000000001E-4,0.00281,-5562542.6331457095+7083853.605275912i
8.600000000000001E-4,0.00281,-6545053.31466667+7033081.818113956i
8.7E-4,0.00281,-7591912.278324671+6897082.993614894i
8.8E-4,0.00281,-8699364.750692174+6666898.2351398785i
8.900000000000001E-4,0.00281,-9863556.094408752+6329304.174884614i
9.000000000000001E-4,0.00281,-1.107931415791338E7+5871402.149699261i
9.1E-4,0.00281,-1.234062609157759E7+5281384.351486229i
9.2E-4,0.00281,-1.363907997618475E7+4546010.395842279i
9.3E-4,0.00281,-1.4964052222209185E7+3651243.6214059456i
9.400000000000001E-4,0.00281,-1.6303964123727214E7+2583557.6052810815i
9.5E-4,0.00281,-1.7645296713706423E7+1329514.860588029i
9.6E-4,0.00281,-1.8972426251601484E7-124173.11812216698i
9.7E-4,0.00281,-2.0266896735215295E7-1790491.7798157795i
9.800000000000002E-4,0.00281,-2.1508137365789663E7-3681720.035217708i
9.9E-4,0.00281,-2.267309389521262E7-5809401.58033988i
0.001,0.00281,-2.3736293151645787E7-8183790.702190498i
0.00101,0.00281,-2.466976910094183E7-1.0813669951296996E7i
0.00102,0.00281,-2.5442204431885507E7-1.370613247607471E7i
0.00103,0.00281,-2.601955690878632E7-1.686606251611425E7i
0.0010400000000000001,0.00281,-2.6365309492165238E7-2.029577779352096E7i
0.0010500000000000002,0.00281,-2.644005748356305E7-2.3994707829022963E7i
0.0010600000000000002,0.00281,-2.6201652581816833E7-2.79592286041133E7i
0.0010700000000000002,0.00281,2.1369460669041322E-4-1.7221725332021656E-4i
0.00108,0.00281,2.401777945718797E-4-1.6957926509712098E-4i
0.00109,0.00281,2.661036715818876E-4-1.6700555680679668E-4i
0.0011,0.00281,2.914864515532375E-4-1.644951647861185E-4i
0.00111,0.00281,3.1635109128227957E-4-1.6204413248241867E-4i
0.0011200000000000001,0.00281,3.407020730813909E-4-1.5965308170314395E-4i
0.0011300000000000001,0.00281,3.645451209470518E-4-1.5732147372957714E-4i
0.0011400000000000002,0.00281,3.879082089765593E-4-1.5504486238962975E-4i
0.0011500000000000002,0.00281,4.1079753406987585E-4-1.5282241741939277E-4i
0.0011600000000000002,0.00281,4.332162049324395E-4-1.50654782059289E-4i
0.00117,0.00281,4.551827900210434E-4-1.4853850227146683E-4i
0.0011800000000000003,0.00281,4.767112395228903E-4-1.4647150846774592E-4i
0.00119,0.00281,4.978027425016374E-4-1.4445366999551955E-4i
0.0012000000000000001,0.00281,5.184692337248822E-4-1.424833775192651E-4i
0.0012100000000000001,0.00281,5.387281631698825E-4-1.4055774033471647E-4i
0.0012200000000000002,0.00281,5.585781065315086E-4-1.3867697523109996E-4i
0.0012300000000000002,0.00281,5.780295168429648E-4-1.3683912473772545E-4i
0.0012400000000000002,0.00281,5.970971147006644E-4-1.3504170549624971E-4i
0.0012500000000000002,0.00281,6.157848493406384E-4-1.3328435817136318E-4i
0.0012600000000000003,0.00281,6.340955908065547E-4-1.315664923942146E-4i
0.00127,0.00281,6.520472114782664E-4-1.2988442172603225E-4i
0.00128,0.00281,6.696435566956766E-4-1.2823748333518883E-4i
0.0012900000000000001,0.00281,6.868863668365768E-4-1.2662582925583018E-4i
0.0013000000000000002,0.00281,7.037859274809736E-4-1.2504730678833417E-4i
0.0013100000000000002,0.00281,7.203525925771388E-4-1.2349948974945798E-4i
0.0013200000000000002,0.00281,7.365884031980376E-4-1.2198192573718393E-4i
0.0013300000000000002,0.00281,7.524964741408216E-4-1.2049463285191211E-4i
0.0013400000000000003,0.00281,7.680898525990068E-4-1.1903451459867664E-4i
0.0013500000000000003,0.00281,7.833704806638977E-4-1.1760104044753798E-4i
0.00136,0.00281,7.983404546748064E-4-1.1619374435777216E-4i
0.0013700000000000001,0.00281,8.130089456158486E-4-1.1481104922266403E-4i
0.0013800000000000002,0.00281,8.273820006442164E-4-1.134514518409245E-4i
0.0013900000000000002,0.00281,8.414596197599102E-4-1.1211495221255358E-4i
0.0014000000000000002,0.00281,8.552469384502797E-4-1.1080047956179432E-4i
0.0014100000000000002,0.00281,8.687530684056425E-4-1.0950618665057746E-4i
0.0014200000000000003,0.00281,8.819791901980046E-4-1.0823178262330344E-4i
0.0014300000000000003,0.00281,8.949260346186171E-4-1.069771103913254E-4i
0.00144,0.00281,9.07601991709876E-4-1.0574059264148691E-4i
0.0014500000000000001,0.00281,9.200110451744795E-4-1.0452142990646314E-4i
0.0014600000000000001,0.00281,9.321529823590357E-4-1.0331967615039791E-4i
0.0014700000000000002,0.00281,9.440324452443183E-4-1.0213436349178754E-4i
0.0014800000000000002,0.00281,9.556555486953055E-4-1.0096463052039153E-4i
0.0014900000000000002,0.00281,9.670227509534345E-4-9.981041480476186E-5i
0.0015000000000000002,0.00281,9.781363362270298E-4-9.86711626215596E-5i
2.0E-4,0.00282,-2.1950738216238895E-6+8.479569687393811E-7i
2.1E-4,0.00282,182397.5064223953+330992.71711141174i
2.2E-4,0.00282,235147.94366252507+331173.0867215834i
2.3E-4,0.00282,285361.76635000657+329496.1631075859i
2.4E-4,0.00282,333149.84762889217+326168.19520176155i
2.5E-4,0.00282,378643.03314466175+321398.04003553826i
2.6000000000000003E-4,0.00282,421992.8943526167+315390.49406854523i
2.7E-4,0.00282,463372.16256438754+308344.4487131279i
2.8000000000000003E-4,0.00282,502974.90548170346+300452.272067781i
2.9E-4,0.00282,541014.670675777+291898.41201807157i
3.0000000000000003E-4,0.00282,577720.868115331+282859.1111104323i
3.1E-4,0.00282,613363.9291852599+273505.1605450083i
3.2E-4,0.00282,648613.8475262318+263755.89599530364i
3.3E-4,0.00282,682453.2477503581+254415.20616333844i
3.4E-4,0.00282,716811.0788059601+244900.39679399348i
3.5000000000000005E-4,0.00282,750458.8304868294+235980.88377601418i
3.6E-4,0.00282,784744.9826988574+227440.25705317553i
3.7E-4,0.00282,819602.0175620435+219548.1556684374i
3.8E-4,0.00282,854795.7365990606+212762.80641424734i
3.9000000000000005E-4,0.00282,892012.2700841096+206539.38397563688i
4.0E-4,0.00282,929646.2489704723+202052.94234139568i
4.1E-4,0.00282,968966.9749541624+199142.63394310768i
4.2E-4,0.00282,1010808.5858419875+197622.58362902518i
4.3000000000000004E-4,0.00282,1054535.9979710828+198309.3735201056i
4.4000000000000007E-4,0.00282,1099729.5696738095+201817.74699431093i
4.5E-4,0.00282,1147296.7834775366+208198.32030605653i
4.6E-4,0.00282,1197944.8690658067+217538.2061054241i
4.7000000000000004E-4,0.00282,1251348.6139992352+230390.8623825994i
4.8000000000000007E-4,0.00282,1306494.495697162+247651.50426061676i
4.9E-4,0.00282,1363928.7780411537+270129.64284340217i
5.0E-4,0.00282,1424017.0290663014+297817.91769576294i
5.1E-4,0.00282,1486513.3142613478+331513.3649739985i
5.200000000000001E-4,0.00282,1550979.8777191993+371406.89745897974i
5.300000000000001E-4,0.00282,1617712.254938397+418125.7936112432i
5.4E-4,0.00282,1684533.10998851+474112.6238216955i
5.5E-4,0.00282,1751467.3719863398+539099.4615295711i
5.600000000000001E-4,0.00282,1818547.8885606797+613072.6160272064i
5.700000000000001E-4,0.00282,1884749.8573197522+697378.3227712275i
5.8E-4,0.00282,1948021.2692982287+793664.0433966992i
5.9E-4,0.00282,2008957.340892972+901312.289328285i
6.000000000000001E-4,0.00282,2066318.0564677701+1021321.8858706355i
6.100000000000001E-4,0.00282,2116189.8930840013+1155285.3282691836i
6.2E-4,0.00282,2159550.4026694903+1302946.050915674i
6.3E-4,0.00282,2195458.711948546+1464675.4297275676i
6.4E-4,0.00282,2218420.021872619+1641518.9704618698i
6.500000000000001E-4,0.00282,2228946.774856786+1833460.3958950427i
6.6E-4,0.00282,2226381.348302022+2040589.0520770121i
6.7E-4,0.00282,2204020.116336657+2262752.4401830323i
6.8E-4,0.00282,2161126.3712546634+2499784.7448506476i
6.900000000000001E-4,0.00282,2097677.2471087887+2751593.262971119i
7.0E-4,0.00282,2006886.7934633966+3016597.1686867676i
7.1E-4,0.00282,1886611.203775396+3293825.0745891556i
7.2E-4,0.00282,1736492.3568551783+3582991.718206147i
7.300000000000001E-4,0.00282,1549783.1991011165+3880716.273267641i
7.4E-4,0.00282,1325373.706446836+4185696.885162545i
7.5E-4,0.00282,1059316.6779942387+4495410.486142533i
7.6E-4,0.00282,747990.0402771538+4805690.563886115i
7.700000000000001E-4,0.00282,389306.0004386532+5114936.794951809i
7.8E-4,0.00282,-21610.06208145238+5416238.771670204i
7.9E-4,0.00282,-485568.7683827416+5708006.108892586i
8.0E-4,0.00282,-1007863.4771272604+5981420.436052341i
8.100000000000001E-4,0.00282,-1588288.1398025872+6234610.52791176i
8.2E-4,0.00282,-2231578.1735146223+6456312.860474052i
8.3E-4,0.00282,-2937326.532339911+6644453.087537373i
8.4E-4,0.00282,-3708526.744244352+6785769.6477751015i
8.500000000000001E-4,0.00282,-4544724.2993014185+6876310.418254492i
8.600000000000001E-4,0.00282,-5446414.833293648+6903469.2540632505i
8.7E-4,0.00282,-6412801.138297574+6859979.761705471i
8.8E-4,0.00282,-7441624.662850985+6732396.134079133i
8.900000000000001E-4,0.00282,-8530703.684258686+6512225.769762957i
9.000000000000001E-4,0.00282,-9676487.756155798+6186598.888523899i
9.1E-4,0.00282,-1.0873430177732494E7+5742603.837755437i
9.2E-4,0.00282,-1.2114677582492135E7+5168171.577334856i
9.3E-4,0.00282,-1.3392463541904246E7+4450427.349417127i
9.400000000000001E-4,0.00282,-1.469715936882984E7+3575861.4380380753i
9.5E-4,0.00282,-1.6017397273887465E7+2531065.398476281i
9.6E-4,0.00282,-1.7339375364328638E7+1302564.53765022i
9.7E-4,0.00282,-1.8647222697638493E7-122950.20162894385i
9.800000000000002E-4,0.00282,-1.99233067322439E7-1758143.3630835772i
9.9E-4,0.00282,-2.114778725109398E7-3615029.304135311i
0.001,0.00282,-2.2297986725866828E7-5705102.948926497i
0.00101,0.00282,-2.3348431860355757E7-8038636.171266962i
0.00102,0.00282,-2.4271275245085347E7-1.0624336500305422E7i
0.00103,0.00282,-2.5036002944276642E7-1.3469214448050102E7i
0.0010400000000000001,0.00282,-2.5609333666535463E7-1.65781900025838E7i
0.0010500000000000002,0.00282,-2.5955252358969837E7-1.9953727847384434E7i
0.0010600000000000002,0.00282,-2.6034691951624483E7-2.359529621189801E7i
0.0010700000000000002,0.00282,-2.5805899847209148E7-2.7498776230059512E7i
0.00108,0.00282,2.102224273349453E-4-1.6965549890338245E-4i
0.00109,0.00282,2.3630845432975295E-4-1.6709766228131364E-4i
0.0011,0.00282,2.618529633993357E-4-1.6460187821386006E-4i
0.00111,0.00282,2.8688115335056657E-4-1.6216483748355623E-4i
0.0011200000000000001,0.00282,3.113964994642649E-4-1.59786835285811E-4i
0.0011300000000000001,0.00282,3.354053055065338E-4-1.5746738691684224E-4i
0.0011400000000000002,0.00282,3.589356009214111E-4-1.5520235984621683E-4i
0.0011500000000000002,0.00282,3.819908363738179E-4-1.5299149624816387E-4i
0.0011600000000000002,0.00282,4.045746385278095E-4-1.508343324249309E-4i
0.00117,0.00282,4.2671163704896775E-4-1.487275650774046E-4i
0.0011800000000000003,0.00282,4.4840641834519924E-4-1.4667054028579834E-4i
0.00119,0.00282,4.696608902300534E-4-1.4466297480505413E-4i
0.0012000000000000001,0.00282,4.90498143224144E-4-1.427010532165294E-4i
0.0012100000000000001,0.00282,5.10923211371401E-4-1.4078420501867944E-4i
0.0012200000000000002,0.00282,5.30939293435284E-4-1.389122289017617E-4i
0.0012300000000000002,0.00282,5.505595142368728E-4-1.3708266478979799E-4i
0.0012400000000000002,0.00282,5.697977310081454E-4-1.3529290423917862E-4i
0.0012500000000000002,0.00282,5.88656363753835E-4-1.3354270609305285E-4i
0.0012600000000000003,0.00282,6.071389696508079E-4-1.318318687708475E-4i
0.00127,0.00282,6.252635386980378E-4-1.3015665064689975E-4i
0.00128,0.00282,6.430322567557549E-4-1.2851656630781077E-4i
0.0012900000000000001,0.00282,6.604489249080759E-4-1.2691094795895798E-4i
0.0013000000000000002,0.00282,6.775257426750313E-4-1.2533772750017484E-4i
0.0013100000000000002,0.00282,6.942693678884869E-4-1.2379528968483998E-4i
0.0013200000000000002,0.00282,7.106785369804642E-4-1.2228394316678542E-4i
0.0013300000000000002,0.00282,7.267656303586785E-4-1.2080081611196125E-4i
0.0013400000000000003,0.00282,7.425371667471621E-4-1.1934510752036115E-4i
0.0013500000000000003,0.00282,7.579944510332301E-4-1.1791644285533126E-4i
0.00136,0.00282,7.731433984741258E-4-1.165131656636558E-4i
0.0013700000000000001,0.00282,7.879920975030387E-4-1.1513358152635897E-4i
0.0013800000000000002,0.00282,8.025442502868192E-4-1.13777395790905E-4i
0.0013900000000000002,0.00282,8.168013313769186E-4-1.1244420293238236E-4i
0.0014000000000000002,0.00282,8.307723394737621E-4-1.1113134091705944E-4i
0.0014100000000000002,0.00282,8.444595439833487E-4-1.0983896192507315E-4i
0.0014200000000000003,0.00282,8.578666832075214E-4-1.0856648733222478E-4i
0.0014300000000000003,0.00282,8.709974043314754E-4-1.0731281436467925E-4i
0.00144,0.00282,8.838566707401898E-4-1.0607647679684551E-4i
0.0014500000000000001,0.00282,8.964478601063651E-4-1.0485769777782347E-4i
0.0014600000000000001,0.00282,9.087730031971022E-4-1.036560209758027E-4i
0.0014700000000000002,0.00282,9.208370517863254E-4-1.0246961462509714E-4i
0.0014800000000000002,0.00282,9.326427208415532E-4-1.0129874920852106E-4i
0.0014900000000000002,0.00282,9.441927175518042E-4-1.0014335073215357E-4i
0.0015000000000000002,0.00282,9.554906531199224E-4-9.900202462316027E-5i
2.0E-4,0.00283,-1.8119296676696324E-6+9.365872068106649E-7i
2.1E-4,0.00283,189210.82791507832+268619.8976777721i
2.2E-4,0.00283,235761.65543722577+264160.4011447629i
2.3E-4,0.00283,280044.67378054216+258228.0681179807i
2.4E-4,0.00283,322162.9936284457+250991.40648150115i
